,Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
68325,2015-01-07,7,January,2015,28,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,312,1083,1395
52122,2015-01-08,8,January,2015,27,Young Adults (25-34),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,745,1252,1997
52123,2015-01-08,8,January,2015,27,Young Adults (25-34),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,745,1252,1997
68437,2015-01-08,8,January,2015,28,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 42",3,1083,1701,782,3249,4031
57665,2015-01-08,8,January,2015,62,Adults (35-64),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,722,1252,1974
58097,2015-01-08,8,January,2015,46,Adults (35-64),M,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018
60665,2015-01-08,8,January,2015,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",1,487,783,124,487,611
60289,2015-01-08,8,January,2015,32,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Red, 62",3,487,783,841,1461,2302
58101,2015-01-08,8,January,2015,30,Young Adults (25-34),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,211,420,631
50193,2015-01-08,8,January,2015,32,Young Adults (25-34),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,567,1266,1833
59601,2015-01-08,8,January,2015,28,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1264,2171,3435
60413,2015-01-09,9,January,2015,57,Adults (35-64),F,France,Nord,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,570,1555,2125
64821,2015-01-09,9,January,2015,25,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-550-W Yellow, 44",2,713,1120,500,1426,1926
55327,2015-01-09,9,January,2015,31,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,249,420,669
50059,2015-01-09,9,January,2015,24,Youth (<25),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
68803,2015-01-09,9,January,2015,26,Young Adults (25-34),M,Australia,Tasmania,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,194,713,907
51987,2015-01-09,9,January,2015,20,Youth (<25),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,683,1266,1949
61363,2015-01-09,9,January,2015,50,Adults (35-64),F,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Red, 44",1,1519,2443,753,1519,2272
52575,2015-01-09,9,January,2015,19,Youth (<25),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",3,420,769,1001,1260,2261
55283,2015-01-09,9,January,2015,61,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1008,1266,2274
71169,2015-01-10,10,January,2015,26,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1335,2171,3506
68439,2015-01-10,10,January,2015,28,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,261,1083,1344
63599,2015-01-10,10,January,2015,31,Young Adults (25-34),F,France,Essonne,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,550,1083,1633
56885,2015-01-10,10,January,2015,22,Youth (<25),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,308,565,251,308,559
59379,2015-01-10,10,January,2015,35,Adults (35-64),F,France,Essonne,Bikes,Road Bikes,"Road-750 Black, 58",2,344,540,349,688,1037
68799,2015-01-10,10,January,2015,27,Young Adults (25-34),F,Australia,Tasmania,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,194,713,907
58381,2015-01-10,10,January,2015,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791
60773,2015-01-10,10,January,2015,50,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,346,1083,1429
65687,2015-01-10,10,January,2015,50,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 58",2,344,540,165,688,853
52503,2015-01-10,10,January,2015,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,676,1252,1928
67389,2015-01-10,10,January,2015,40,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,312,1083,1395
57671,2015-01-11,11,January,2015,21,Youth (<25),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1008,1266,2274
62711,2015-01-11,11,January,2015,27,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113
67569,2015-01-11,11,January,2015,46,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,83,344,427
61063,2015-01-11,11,January,2015,40,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443,839,1555,2394
51101,2015-01-11,11,January,2015,20,Youth (<25),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-500 Silver, 48",3,308,565,551,924,1475
51013,2015-01-11,11,January,2015,22,Youth (<25),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,961,1266,2227
61607,2015-01-11,11,January,2015,41,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,1653,3038,4691
52265,2015-01-12,12,January,2015,42,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",3,1252,2295,2991,3756,6747
54003,2015-01-12,12,January,2015,32,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,1008,1266,2274
71171,2015-01-12,12,January,2015,26,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1335,2171,3506
52089,2015-01-12,12,January,2015,21,Youth (<25),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,567,1266,1833
62123,2015-01-12,12,January,2015,37,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",3,1083,1701,1650,3249,4899
55467,2015-01-12,12,January,2015,26,Young Adults (25-34),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,249,420,669
55651,2015-01-12,12,January,2015,31,Young Adults (25-34),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,318,420,738
62077,2015-01-13,13,January,2015,41,Adults (35-64),F,France,Nord,Bikes,Road Bikes,"Road-250 Black, 52",3,1555,2443,1711,4665,6376
67157,2015-01-13,13,January,2015,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,570,1555,2125
67463,2015-01-13,13,January,2015,24,Youth (<25),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,174,344,518
65801,2015-01-13,13,January,2015,45,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-650 Black, 60",2,487,783,529,974,1503
71033,2015-01-13,13,January,2015,26,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1335,2171,3506
61265,2015-01-13,13,January,2015,37,Adults (35-64),M,Germany,Hessen,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,717,1555,2272
61287,2015-01-13,13,January,2015,38,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Black, 52",2,1555,2443,1581,3110,4691
55495,2015-01-13,13,January,2015,31,Young Adults (25-34),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",2,420,769,498,840,1338
68343,2015-01-13,13,January,2015,50,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,126,344,470
53837,2015-01-13,13,January,2015,30,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1505,2532,4037
63211,2015-01-13,13,January,2015,41,Adults (35-64),F,Germany,Bayern,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,288,487,775
49513,2015-01-13,13,January,2015,46,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,544,1266,1810
56175,2015-01-14,14,January,2015,35,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
53757,2015-01-14,14,January,2015,24,Youth (<25),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",3,1266,2320,2048,3798,5846
50497,2015-01-14,14,January,2015,32,Young Adults (25-34),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 42",3,1252,2295,1614,3756,5370
52483,2015-01-14,14,January,2015,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,1489,2504,3993
54913,2015-01-14,14,January,2015,31,Young Adults (25-34),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,961,1266,2227
57667,2015-01-14,14,January,2015,43,Adults (35-64),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995
68441,2015-01-15,15,January,2015,28,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,261,1083,1344
52103,2015-01-15,15,January,2015,25,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",3,1266,2320,2257,3798,6055
67099,2015-01-15,15,January,2015,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,497,1555,2052
59933,2015-01-15,15,January,2015,30,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 56",3,2171,3578,3792,6513,10305
49515,2015-01-15,15,January,2015,46,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",3,1266,2320,1631,3798,5429
52091,2015-01-15,15,January,2015,21,Youth (<25),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,1266,2320,1700,3798,5498
71173,2015-01-15,15,January,2015,26,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1335,2171,3506
52143,2015-01-15,15,January,2015,27,Young Adults (25-34),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,561,1252,1813
61359,2015-01-15,15,January,2015,44,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-250 Red, 44",3,1519,2443,1819,4557,6376
65041,2015-01-15,15,January,2015,39,Adults (35-64),M,Germany,Bayern,Bikes,Road Bikes,"Road-350-W Yellow, 48",3,1083,1701,1803,3249,5052
50655,2015-01-16,16,January,2015,27,Young Adults (25-34),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,882,1252,2134
51983,2015-01-16,16,January,2015,19,Youth (<25),F,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,1266,2320,1909,3798,5707
60185,2015-01-16,16,January,2015,28,Young Adults (25-34),F,France,Seine Saint Denis,Bikes,Road Bikes,"Road-250 Red, 44",1,1519,2443,484,1519,2003
71175,2015-01-16,16,January,2015,26,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1335,2171,3506
61393,2015-01-16,16,January,2015,42,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 44",3,2171,3578,2826,6513,9339
51039,2015-01-16,16,January,2015,58,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1922,2532,4454
60205,2015-01-16,16,January,2015,52,Adults (35-64),F,France,Essonne,Bikes,Road Bikes,"Road-250 Black, 48",3,1555,2443,2371,4665,7036
67541,2015-01-16,16,January,2015,40,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,191,344,535
61065,2015-01-16,16,January,2015,40,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443,839,1555,2394
55961,2015-01-16,16,January,2015,35,Adults (35-64),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,722,1252,1974
60431,2015-01-16,16,January,2015,30,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-650 Red, 62",1,487,783,186,487,673
52267,2015-01-17,17,January,2015,42,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",3,1252,2295,2991,3756,6747
61067,2015-01-17,17,January,2015,40,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443,839,1555,2394
62319,2015-01-17,17,January,2015,22,Youth (<25),M,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,550,1083,1633
53621,2015-01-17,17,January,2015,20,Youth (<25),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320,1700,3798,5498
58829,2015-01-17,17,January,2015,28,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",3,2171,3578,4006,6513,10519
54039,2015-01-17,17,January,2015,41,Adults (35-64),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,544,1266,1810
50037,2015-01-17,17,January,2015,27,Young Adults (25-34),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",1,1912,3400,774,1912,2686
69657,2015-01-18,18,January,2015,39,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 58",3,1555,2443,2591,4665,7256
65035,2015-01-18,18,January,2015,38,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-350-W Yellow, 44",3,1083,1701,1191,3249,4440
68819,2015-01-18,18,January,2015,51,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443,497,1555,2052
63449,2015-01-18,18,January,2015,58,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 38",3,713,1120,1087,2139,3226
57251,2015-01-18,18,January,2015,44,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-100 Black, 38",1,1898,3375,1410,1898,3308
52509,2015-01-18,18,January,2015,33,Young Adults (25-34),F,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,630,1252,1882
60419,2015-01-18,18,January,2015,54,Adults (35-64),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,717,1555,2272
62015,2015-01-19,19,January,2015,26,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,550,1083,1633
52689,2015-01-19,19,January,2015,30,Young Adults (25-34),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,683,1266,1949
56133,2015-01-19,19,January,2015,43,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1076,2504,3580
52521,2015-01-19,19,January,2015,33,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,745,1252,1997
61429,2015-01-19,19,January,2015,39,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827
52139,2015-01-20,20,January,2015,27,Young Adults (25-34),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,683,1266,1949
60195,2015-01-20,20,January,2015,53,Adults (35-64),M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,763,2171,2934
58107,2015-01-20,20,January,2015,31,Young Adults (25-34),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,636,1266,1902
55665,2015-01-20,20,January,2015,33,Young Adults (25-34),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,308,565,234,308,542
67101,2015-01-20,20,January,2015,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 52",3,1555,2443,1491,4665,6156
56549,2015-01-20,20,January,2015,43,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-500 Black, 44",1,295,540,169,295,464
55347,2015-01-20,20,January,2015,32,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,249,420,669
71361,2015-01-21,21,January,2015,29,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 44",2,344,540,252,688,940
51085,2015-01-21,21,January,2015,21,Youth (<25),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,184,308,492
69509,2015-01-21,21,January,2015,50,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,126,344,470
56135,2015-01-21,21,January,2015,43,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1076,2504,3580
62459,2015-01-21,21,January,2015,38,Adults (35-64),M,Germany,Hessen,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,753,1519,2272
67549,2015-01-21,21,January,2015,51,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827
51241,2015-01-21,21,January,2015,26,Young Adults (25-34),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,683,1266,1949
64503,2015-01-22,22,January,2015,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 48",1,1555,2443,497,1555,2052
61069,2015-01-22,22,January,2015,40,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443,839,1555,2394
