,Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
13872,2016-01-01,1,January,2016,31,Young Adults (25-34),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5
108999,2016-01-01,1,January,2016,31,Young Adults (25-34),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Yellow, 58",2,461,742,503,922,1425
81725,2016-01-01,1,January,2016,40,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,9,11,30,168,99,267
81724,2016-01-01,1,January,2016,40,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,11,11,30,206,121,327
9919,2016-01-01,1,January,2016,17,Youth (<25),F,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,18,3,9,105,54,159
89805,2016-01-01,1,January,2016,39,Adults (35-64),M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,10,14,24
47343,2016-01-01,1,January,2016,37,Adults (35-64),M,Germany,Nordrhein-Westfalen,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",30,42,54,149,1260,1409
18683,2016-01-01,1,January,2016,26,Young Adults (25-34),F,Australia,Victoria,Clothing,Caps,AWC Logo Cap,19,7,9,2,133,135
96649,2016-01-01,1,January,2016,52,Adults (35-64),M,United States,Oregon,Accessories,Tires and Tubes,ML Mountain Tire,13,11,30,192,143,335
100719,2016-01-01,1,January,2016,20,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,6,1,4,18,6,24
96648,2016-01-01,1,January,2016,52,Adults (35-64),M,United States,Oregon,Accessories,Tires and Tubes,ML Mountain Tire,18,11,30,266,198,464
100718,2016-01-01,1,January,2016,20,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,2,1,4,6,2,8
101427,2016-01-01,1,January,2016,37,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Touring Tire Tube,1,2,5,2,2,4
43553,2016-01-01,1,January,2016,30,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",2,42,54,20,84,104
109221,2016-01-01,1,January,2016,47,Adults (35-64),F,United Kingdom,England,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",1,1482,2384,807,1482,2289
73177,2016-01-01,1,January,2016,32,Young Adults (25-34),M,Australia,Queensland,Clothing,Shorts,"Women's Mountain Shorts, S",27,26,70,886,702,1588
34039,2016-01-01,1,January,2016,40,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,343,312,655
31839,2016-01-01,1,January,2016,47,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,494,312,806
53627,2016-01-01,1,January,2016,37,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,752,1266,2018
13873,2016-01-01,1,January,2016,31,Young Adults (25-34),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5
111827,2016-01-01,1,January,2016,48,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Yellow, 50",1,461,742,185,461,646
2238,2016-01-01,1,January,2016,24,Youth (<25),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,30,3,9,169,90,259
53359,2016-01-01,1,January,2016,37,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,334,420,754
97973,2016-01-01,1,January,2016,22,Youth (<25),M,United States,Oregon,Accessories,Tires and Tubes,Touring Tire Tube,6,2,5,14,12,26
86037,2016-01-01,1,January,2016,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,23,2,5,44,46,90
19625,2016-01-01,1,January,2016,43,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,20,7,9,33,140,173
87302,2016-01-01,1,January,2016,61,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,9,9,18
35829,2016-01-01,1,January,2016,61,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,303,182,485
13403,2016-01-01,1,January,2016,31,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,13,12,25
13402,2016-01-01,1,January,2016,31,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,44,40,84
31941,2016-01-01,1,January,2016,42,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,329,299,628
30963,2016-01-01,1,January,2016,43,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,350,221,571
92971,2016-01-01,1,January,2016,30,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,11,2,5,31,22,53
92970,2016-01-01,1,January,2016,30,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,3,2,5
86036,2016-01-01,1,January,2016,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,26,2,5,49,52,101
5305,2016-01-01,1,January,2016,23,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,35,24,59
79873,2016-01-01,1,January,2016,22,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2,28,29,57
24997,2016-01-01,1,January,2016,22,Youth (<25),M,Germany,Hamburg,Accessories,Fenders,Fender Set - Mountain,7,8,22,87,56,143
87303,2016-01-01,1,January,2016,61,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,28,1,2,27,28,55
59211,2016-01-01,1,January,2016,24,Youth (<25),F,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 52",3,2171,3578,3792,6513,10305
26893,2016-01-01,1,January,2016,35,Adults (35-64),F,United Kingdom,England,Accessories,Fenders,Fender Set - Mountain,24,8,22,315,192,507
62759,2016-01-01,1,January,2016,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827
26917,2016-01-01,1,January,2016,32,Young Adults (25-34),F,Australia,Victoria,Accessories,Fenders,Fender Set - Mountain,15,8,22,141,120,261
8207,2016-01-01,1,January,2016,21,Youth (<25),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,23,16,39
98957,2016-01-01,1,January,2016,43,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,3,2,5,8,6,14
30283,2016-01-01,1,January,2016,31,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,288,182,470
5304,2016-01-01,1,January,2016,23,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,65,44,109
108069,2016-01-01,1,January,2016,37,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,9,1,4,26,9,35
12459,2016-01-01,1,January,2016,30,Young Adults (25-34),M,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,59,56,115
20885,2016-01-01,1,January,2016,32,Young Adults (25-34),M,Australia,Queensland,Clothing,Caps,AWC Logo Cap,21,7,9,12,147,159
195,2016-01-01,1,January,2016,24,Youth (<25),M,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,356,270,626
48463,2016-01-01,1,January,2016,28,Young Adults (25-34),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",4,38,50,44,152,196
35517,2016-01-01,1,January,2016,35,Adults (35-64),M,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,492,390,882
31603,2016-01-01,1,January,2016,49,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,315,286,601
98134,2016-01-01,1,January,2016,40,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2,10,18,28
13527,2016-01-01,1,January,2016,33,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,99,68,167
46281,2016-01-01,1,January,2016,49,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",15,38,50,15,570,585
98135,2016-01-01,1,January,2016,40,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,11,20,31
21595,2016-01-01,1,January,2016,33,Young Adults (25-34),M,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,3,3,8,15,9,24
89804,2016-01-01,1,January,2016,39,Adults (35-64),M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2
40367,2016-01-01,1,January,2016,50,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,419,312,731
93738,2016-01-01,1,January,2016,60,Adults (35-64),F,Australia,South Australia,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,2,3,5
68513,2016-01-01,1,January,2016,35,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",3,1083,1701,1038,3249,4287
93739,2016-01-01,1,January,2016,60,Adults (35-64),F,Australia,South Australia,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,3,4,7
75942,2016-01-02,2,January,2016,24,Youth (<25),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,24,13,35,511,312,823
25533,2016-01-02,2,January,2016,20,Youth (<25),M,United Kingdom,England,Accessories,Fenders,Fender Set - Mountain,15,8,22,197,120,317
98812,2016-01-02,2,January,2016,65,Seniors (64+),F,France,Nord,Accessories,Tires and Tubes,Touring Tire Tube,10,2,5,24,20,44
97097,2016-01-02,2,January,2016,30,Young Adults (25-34),M,United States,Oregon,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5,16,14,30
90943,2016-01-02,2,January,2016,34,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,8,12,20
60807,2016-01-02,2,January,2016,26,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,790,1555,2345
75943,2016-01-02,2,January,2016,24,Youth (<25),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,1,13,35,21,13,34
9522,2016-01-02,2,January,2016,40,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,14,3,9,81,42,123
97761,2016-01-02,2,January,2016,27,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,10,10,20
98813,2016-01-02,2,January,2016,65,Seniors (64+),F,France,Nord,Accessories,Tires and Tubes,Touring Tire Tube,3,2,5,7,6,13
90944,2016-01-02,2,January,2016,34,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,10,15,25
97760,2016-01-02,2,January,2016,27,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,14,15,29
9523,2016-01-02,2,January,2016,40,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,24,3,9,140,72,212
90945,2016-01-02,2,January,2016,34,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,6,9,15
40409,2016-01-02,2,January,2016,30,Young Adults (25-34),M,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35,308,234,542
44857,2016-01-02,2,January,2016,35,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",4,38,50,6,152,158
23991,2016-01-02,2,January,2016,41,Adults (35-64),M,United States,California,Accessories,Fenders,Fender Set - Mountain,21,8,22,285,168,453
29171,2016-01-02,2,January,2016,65,Seniors (64+),F,France,Nord,Clothing,Gloves,"Half-Finger Gloves, L",27,9,24,321,243,564
27851,2016-01-02,2,January,2016,35,Adults (35-64),F,Australia,Victoria,Clothing,Gloves,"Half-Finger Gloves, M",20,9,24,199,180,379
57315,2016-01-02,2,January,2016,30,Young Adults (25-34),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-100 Black, 48",2,1898,3375,2009,3796,5805
24467,2016-01-02,2,January,2016,34,Young Adults (25-34),M,United States,Washington,Accessories,Fenders,Fender Set - Mountain,9,8,22,82,72,154
23145,2016-01-02,2,January,2016,50,Adults (35-64),F,United States,California,Accessories,Fenders,Fender Set - Mountain,13,8,22,176,104,280
11713,2016-01-02,2,January,2016,39,Adults (35-64),M,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,57,54,111
55547,2016-01-02,2,January,2016,34,Young Adults (25-34),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,544,1266,1810
110331,2016-01-02,2,January,2016,46,Adults (35-64),M,United States,California,Bikes,Touring Bikes,"Touring-1000 Blue, 46",3,1482,2384,2563,4446,7009
72761,2016-01-02,2,January,2016,47,Adults (35-64),M,United States,California,Clothing,Shorts,"Women's Mountain Shorts, S",17,26,70,724,442,1166
11323,2016-01-02,2,January,2016,24,Youth (<25),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,9,8,17
72749,2016-01-02,2,January,2016,49,Adults (35-64),M,United States,Oregon,Clothing,Shorts,"Women's Mountain Shorts, L",18,26,70,616,468,1084
30723,2016-01-02,2,January,2016,22,Youth (<25),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",25,13,35,358,325,683
12719,2016-01-02,2,January,2016,33,Young Adults (25-34),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,25,18,43
48849,2016-01-02,2,January,2016,26,Young Adults (25-34),M,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",8,38,50,80,304,384
75136,2016-01-02,2,January,2016,34,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,11,20,31
25907,2016-01-02,2,January,2016,53,Adults (35-64),M,Australia,Queensland,Accessories,Fenders,Fender Set - Mountain,29,8,22,304,232,536
35709,2016-01-02,2,January,2016,39,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,52,39,91
17053,2016-01-02,2,January,2016,44,Adults (35-64),F,Germany,Saarland,Clothing,Caps,AWC Logo Cap,20,7,9,8,140,148
75137,2016-01-02,2,January,2016,34,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2,10,18,28
11322,2016-01-02,2,January,2016,24,Youth (<25),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,55,50,105
94913,2016-01-02,2,January,2016,27,Young Adults (25-34),M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,4,6,10
77346,2016-01-02,2,January,2016,22,Youth (<25),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,11,20,31
96785,2016-01-02,2,January,2016,50,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,4,2,5,12,8,20
111905,2016-01-02,2,January,2016,40,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-3000 Blue, 58",1,461,742,266,461,727
87119,2016-01-02,2,January,2016,17,Youth (<25),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2,17,18,35
109113,2016-01-02,2,January,2016,36,Adults (35-64),M,Australia,New South Wales,Bikes,Touring Bikes,"Touring-2000 Blue, 50",2,755,1215,604,1510,2114
96559,2016-01-02,2,January,2016,32,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,29,1,4,85,29,114
96558,2016-01-02,2,January,2016,32,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,6,1,4,18,6,24
35443,2016-01-02,2,January,2016,26,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,44,39,83
111833,2016-01-02,2,January,2016,47,Adults (35-64),F,Australia,Queensland,Bikes,Touring Bikes,"Touring-3000 Blue, 58",1,461,742,162,461,623
39757,2016-01-02,2,January,2016,34,Young Adults (25-34),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",4,13,35,57,52,109
8427,2016-01-02,2,January,2016,41,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,27,4,10,157,108,265
45421,2016-01-02,2,January,2016,20,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",15,38,50,150,570,720
18323,2016-01-02,2,January,2016,53,Adults (35-64),M,Germany,Saarland,Clothing,Caps,AWC Logo Cap,23,7,9,9,161,170
41415,2016-01-02,2,January,2016,24,Youth (<25),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35,170,104,274
47213,2016-01-02,2,January,2016,32,Young Adults (25-34),M,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",3,38,50,3,114,117
95561,2016-01-02,2,January,2016,41,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,25,26,51
53323,2016-01-02,2,January,2016,30,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",3,420,769,1001,1260,2261
77347,2016-01-02,2,January,2016,22,Youth (<25),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2
97096,2016-01-02,2,January,2016,30,Young Adults (25-34),M,United States,Oregon,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5,16,14,30
109381,2016-01-02,2,January,2016,45,Adults (35-64),M,France,Essonne,Bikes,Touring Bikes,"Touring-1000 Blue, 54",1,1482,2384,807,1482,2289
8601,2016-01-02,2,January,2016,22,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,35,24,59
37171,2016-01-02,2,January,2016,29,Young Adults (25-34),F,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,220,182,402
62311,2016-01-02,2,January,2016,22,Youth (<25),M,Germany,Hessen,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,499,1083,1582
20433,2016-01-02,2,January,2016,46,Adults (35-64),M,United States,California,Clothing,Caps,AWC Logo Cap,23,7,9,42,161,203
106778,2016-01-02,2,January,2016,36,Adults (35-64),F,Germany,Bayern,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,7,7,14
106779,2016-01-02,2,January,2016,36,Adults (35-64),F,Germany,Bayern,Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,19,19,38
81335,2016-01-02,2,January,2016,35,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,3,5,8
57905,2016-01-02,2,January,2016,45,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 46",3,1252,2295,1614,3756,5370
81336,2016-01-02,2,January,2016,35,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,13,22,35
8426,2016-01-02,2,January,2016,41,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,21,4,10,122,84,206
81337,2016-01-02,2,January,2016,35,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,5,8,13
24149,2016-01-02,2,January,2016,47,Adults (35-64),M,United States,California,Accessories,Fenders,Fender Set - Mountain,28,8,22,380,224,604
34751,2016-01-02,2,January,2016,26,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",4,13,35,70,52,122
89455,2016-01-02,2,January,2016,34,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,12,16,28
54357,2016-01-02,2,January,2016,53,Adults (35-64),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Black, 38",3,1252,2295,1890,3756,5646
33523,2016-01-02,2,January,2016,53,Adults (35-64),M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Black",15,13,35,236,195,431
78719,2016-01-02,2,January,2016,56,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,9,2,5,25,18,43
78718,2016-01-02,2,January,2016,56,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,22,2,5,62,44,106
37509,2016-01-02,2,January,2016,44,Adults (35-64),F,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,16,13,29
31175,2016-01-02,2,January,2016,56,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,227,143,370
65141,2016-01-02,2,January,2016,34,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-650 Red, 48",2,487,783,310,974,1284
19981,2016-01-02,2,January,2016,27,Young Adults (25-34),M,United Kingdom,England,Clothing,Caps,AWC Logo Cap,4,7,9,7,28,35
29379,2016-01-02,2,January,2016,30,Young Adults (25-34),M,United States,Oregon,Clothing,Gloves,"Half-Finger Gloves, M",31,9,24,361,279,640
22037,2016-01-02,2,January,2016,34,Young Adults (25-34),M,Germany,Saarland,Accessories,Cleaners,Bike Wash - Dissolver,5,3,8,18,15,33
28865,2016-01-02,2,January,2016,39,Adults (35-64),M,Germany,Saarland,Clothing,Gloves,"Half-Finger Gloves, M",30,9,24,320,270,590
106386,2016-01-02,2,January,2016,33,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,24,2,5,56,48,104
29147,2016-01-02,2,January,2016,26,Young Adults (25-34),M,United Kingdom,England,Clothing,Gloves,"Half-Finger Gloves, L",14,9,24,197,126,323
88491,2016-01-02,2,January,2016,63,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,25,2,5,53,50,103
29,2016-01-02,2,January,2016,48,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,295,180,475
88490,2016-01-02,2,January,2016,63,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,28,2,5,59,56,115
88489,2016-01-02,2,January,2016,63,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,14,2,5,29,28,57
38435,2016-01-02,2,January,2016,50,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,192,117,309
74045,2016-01-02,2,January,2016,47,Adults (35-64),M,United States,California,Clothing,Socks,"Racing Socks, L",20,3,9,116,60,176
42383,2016-01-02,2,January,2016,45,Adults (35-64),M,France,Essonne,Accessories,Hydration Packs,Hydration Pack - 70 oz.,13,21,55,413,273,686
62859,2016-01-02,2,January,2016,39,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,942,2171,3113
106387,2016-01-02,2,January,2016,33,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,23,2,5,54,46,100
104359,2016-01-02,2,January,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,22,1,4,64,22,86
