,Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
64430,2012-01-13,13,January,2012,38,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-250 Black, 44",2,1555,2443,701,3110,3811
68186,2012-01-13,13,January,2012,33,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",2,1083,1701,1100,2166,3266
68388,2012-01-13,13,January,2012,38,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",2,2171,3578,2671,4342,7013
52974,2012-01-14,14,January,2012,26,Young Adults (25-34),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295,1352,2504,3856
59898,2012-01-14,14,January,2012,44,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",2,1083,1701,488,2166,2654
69762,2012-01-14,14,January,2012,57,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 42",2,713,1120,456,1426,1882
70316,2012-01-14,14,January,2012,40,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-650 Black, 48",2,487,783,247,974,1221
68828,2012-01-14,14,January,2012,47,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 58",2,344,540,252,688,940
50118,2012-01-14,14,January,2012,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1505,2532,4037
57274,2012-01-14,14,January,2012,34,Young Adults (25-34),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-100 Silver, 44",2,1912,3400,1480,3824,5304
69980,2012-01-14,14,January,2012,31,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540,349,688,1037
63320,2012-01-14,14,January,2012,22,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 48",2,1555,2443,750,3110,3860
62370,2012-01-15,15,January,2012,19,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 42",2,713,1120,523,1426,1949
49782,2012-01-15,15,January,2012,24,Youth (<25),M,Australia,Tasmania,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295,1214,2504,3718
52374,2012-01-15,15,January,2012,35,Adults (35-64),F,France,Essonne,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1922,2532,4454
60102,2012-01-15,15,January,2012,19,Youth (<25),F,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,2528,4342,6870
52852,2012-01-15,15,January,2012,28,Young Adults (25-34),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,1902,2504,4406
67182,2012-01-15,15,January,2012,34,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 48",2,1083,1701,794,2166,2960
57272,2012-01-15,15,January,2012,72,Seniors (64+),F,United States,California,Bikes,Mountain Bikes,"Mountain-100 Black, 48",2,1898,3375,2819,3796,6615
50782,2012-01-16,16,January,2012,27,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,1266,2320,1505,2532,4037
61506,2012-01-16,16,January,2012,57,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 58",2,1555,2443,1141,3110,4251
67068,2012-01-16,16,January,2012,37,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 44",2,344,540,381,688,1069
52096,2012-01-16,16,January,2012,25,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,1266,2320,1505,2532,4037
62798,2012-01-16,16,January,2012,34,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 44",2,1555,2443,1141,3110,4251
67730,2012-01-16,16,January,2012,28,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",2,1083,1701,794,2166,2960
63292,2012-01-16,16,January,2012,22,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 44",2,487,783,263,974,1237
65696,2012-01-17,17,January,2012,46,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540,252,688,940
52964,2012-01-17,17,January,2012,24,Youth (<25),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295,1489,2504,3993
71400,2012-01-17,17,January,2012,34,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,2671,4342,7013
71268,2012-01-17,17,January,2012,30,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,2671,4342,7013
71478,2012-01-17,17,January,2012,44,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,2671,4342,7013
60904,2012-01-17,17,January,2012,32,Young Adults (25-34),F,France,Seine Saint Denis,Bikes,Road Bikes,"Road-250 Black, 58",2,1555,2443,897,3110,4007
64904,2012-01-17,17,January,2012,42,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540,154,688,842
49760,2012-01-17,17,January,2012,23,Youth (<25),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1505,2532,4037
64378,2012-01-18,18,January,2012,18,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540,165,688,853
66498,2012-01-18,18,January,2012,54,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540,349,688,1037
63102,2012-01-18,18,January,2012,54,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 40",2,1083,1701,794,2166,2960
62372,2012-01-18,18,January,2012,19,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 42",2,713,1120,523,1426,1949
69064,2012-01-18,18,January,2012,32,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 38",2,713,1120,724,1426,2150
65286,2012-01-18,18,January,2012,29,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",2,1083,1701,1100,2166,3266
71242,2012-01-19,19,January,2012,35,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,1240,4342,5582
64440,2012-01-19,19,January,2012,39,Adults (35-64),F,United States,Oregon,Bikes,Road Bikes,"Road-550-W Yellow, 48",2,713,1120,500,1426,1926
62430,2012-01-19,19,January,2012,36,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",2,1083,1701,1100,2166,3266
62004,2012-01-19,19,January,2012,26,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 44",2,1083,1701,1100,2166,3266
62282,2012-01-19,19,January,2012,21,Youth (<25),M,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 44",2,713,1120,724,1426,2150
63134,2012-01-19,19,January,2012,41,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 58",2,1555,2443,994,3110,4104
63124,2012-01-20,20,January,2012,46,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 44",2,344,540,165,688,853
68866,2012-01-20,20,January,2012,42,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,713,1120,411,1426,1837
69812,2012-01-20,20,January,2012,38,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 48",2,1555,2443,1727,3110,4837
68898,2012-01-20,20,January,2012,36,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 48",2,713,1120,344,1426,1770
67612,2012-01-20,20,January,2012,33,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",2,344,540,370,688,1058
60026,2012-01-20,20,January,2012,23,Youth (<25),F,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,2528,4342,6870
68390,2012-01-21,21,January,2012,38,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",2,2171,3578,2671,4342,7013
49794,2012-01-21,21,January,2012,25,Young Adults (25-34),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1134,2532,3666
60316,2012-01-21,21,January,2012,36,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-650 Red, 62",2,487,783,561,974,1535
60028,2012-01-21,21,January,2012,23,Youth (<25),F,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,2528,4342,6870
63334,2012-01-21,21,January,2012,24,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 44",2,1555,2443,750,3110,3860
64026,2012-01-21,21,January,2012,45,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540,219,688,907
58140,2012-01-21,21,January,2012,38,Adults (35-64),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",2,1912,3400,2500,3824,6324
69710,2012-01-22,22,January,2012,37,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 48",2,713,1120,344,1426,1770
64282,2012-01-22,22,January,2012,34,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-250 Black, 52",2,1555,2443,1678,3110,4788
50410,2012-01-22,22,January,2012,46,Adults (35-64),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295,2040,2504,4544
58716,2012-01-22,22,January,2012,31,Young Adults (25-34),F,France,Val d'Oise,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,1311,4342,5653
55482,2012-01-22,22,January,2012,26,Young Adults (25-34),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",2,420,769,375,840,1215
60462,2012-01-22,22,January,2012,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",2,487,783,561,974,1535
70786,2012-01-22,22,January,2012,30,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 44",2,344,540,165,688,853
61036,2012-01-22,22,January,2012,40,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-250 Black, 58",2,1555,2443,1678,3110,4788
57984,2012-01-22,22,January,2012,35,Adults (35-64),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",2,1912,3400,1752,3824,5576
71452,2012-01-23,23,January,2012,62,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,2671,4342,7013
59268,2012-01-23,23,January,2012,41,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-250 Black, 52",2,1555,2443,701,3110,3811
61120,2012-01-23,23,January,2012,30,Young Adults (25-34),M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-250 Black, 48",2,1555,2443,897,3110,4007
57276,2012-01-24,24,January,2012,34,Young Adults (25-34),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-100 Silver, 44",2,1912,3400,1480,3824,5304
66310,2012-01-24,24,January,2012,42,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540,165,688,853
62800,2012-01-24,24,January,2012,34,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 44",2,1555,2443,1141,3110,4251
59270,2012-01-24,24,January,2012,41,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-250 Black, 52",2,1555,2443,701,3110,3811
69814,2012-01-24,24,January,2012,38,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 48",2,1555,2443,1727,3110,4837
70798,2012-01-24,24,January,2012,35,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,1240,4342,5582
69644,2012-01-24,24,January,2012,39,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 58",2,1555,2443,1727,3110,4837
61960,2012-01-24,24,January,2012,31,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 42",2,1083,1701,488,2166,2654
59876,2012-01-25,25,January,2012,31,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Black, 48",2,487,783,247,974,1221
62036,2012-01-25,25,January,2012,39,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-350-W Yellow, 42",2,1083,1701,1168,2166,3334
68392,2012-01-25,25,January,2012,38,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",2,2171,3578,2671,4342,7013
62862,2012-01-25,25,January,2012,55,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,713,1120,456,1426,1882
66202,2012-01-26,26,January,2012,38,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 58",2,1555,2443,750,3110,3860
70800,2012-01-26,26,January,2012,35,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,1240,4342,5582
60964,2012-01-26,26,January,2012,43,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,1669,4342,6011
52746,2012-01-26,26,January,2012,34,Young Adults (25-34),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295,1352,2504,3856
52812,2012-01-26,26,January,2012,38,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",2,420,769,636,840,1476
70820,2012-01-27,27,January,2012,36,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,1240,4342,5582
52098,2012-01-27,27,January,2012,25,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,1266,2320,1505,2532,4037
62552,2012-01-27,27,January,2012,32,Young Adults (25-34),F,France,Seine et Marne,Bikes,Road Bikes,"Road-350-W Yellow, 44",2,1083,1701,624,2166,2790
63088,2012-01-27,27,January,2012,38,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 48",2,1555,2443,750,3110,3860
67844,2012-01-27,27,January,2012,38,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 42",2,713,1120,523,1426,1949
70330,2012-01-28,28,January,2012,41,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-650 Black, 58",2,487,783,247,974,1221
50120,2012-01-28,28,January,2012,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1505,2532,4037
61038,2012-01-28,28,January,2012,40,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-250 Black, 58",2,1555,2443,1678,3110,4788
62358,2012-01-28,28,January,2012,19,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 42",2,713,1120,523,1426,1949
60660,2012-01-28,28,January,2012,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",2,487,783,247,974,1221
62454,2012-01-28,28,January,2012,38,Adults (35-64),M,Germany,Hessen,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,1506,3038,4544
49762,2012-01-29,29,January,2012,23,Youth (<25),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1505,2532,4037
68428,2012-01-29,29,January,2012,28,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 42",2,1083,1701,522,2166,2688
62374,2012-01-29,29,January,2012,19,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 42",2,713,1120,523,1426,1949
61896,2012-01-29,29,January,2012,42,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,1884,4342,6226
70758,2012-01-30,30,January,2012,39,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,2671,4342,7013
64284,2012-01-30,30,January,2012,34,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-250 Black, 52",2,1555,2443,1678,3110,4788
67044,2012-01-30,30,January,2012,36,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 44",2,344,540,381,688,1069
