,Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
57575,2011-01-08,8,January,2011,34,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,997,1252,2249
63099,2011-01-08,8,January,2011,39,Adults (35-64),M,Australia,Tasmania,Bikes,Road Bikes,"Road-350-W Yellow, 44",3,1083,1701,884,3249,4133
67181,2011-01-08,8,January,2011,34,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,397,1083,1480
65745,2011-01-08,8,January,2011,35,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,385,713,1098
70315,2011-01-08,8,January,2011,40,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-650 Black, 48",4,487,783,495,1948,2443
71399,2011-01-09,9,January,2011,34,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",3,2171,3578,4006,6513,10519
67283,2011-01-09,9,January,2011,17,Youth (<25),F,Canada,British Columbia,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,601,1083,1684
63081,2011-01-09,9,January,2011,30,Young Adults (25-34),F,Australia,Tasmania,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,424,1555,1979
67729,2011-01-09,9,January,2011,28,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,397,1083,1480
71333,2011-01-09,9,January,2011,39,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",3,2171,3578,1860,6513,8373
65383,2011-01-10,10,January,2011,37,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,161,713,874
54817,2011-01-10,10,January,2011,28,Young Adults (25-34),F,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",4,1266,2320,2546,5064,7610
65477,2011-01-10,10,January,2011,35,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,397,1083,1480
58721,2011-01-10,10,January,2011,33,Young Adults (25-34),F,France,Nord,Bikes,Road Bikes,"Road-150 Red, 52",3,2171,3578,2826,6513,9339
71463,2011-01-11,11,January,2011,61,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",2,2171,3578,2671,4342,7013
51183,2011-01-11,11,January,2011,24,Youth (<25),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1366,2532,3898
64193,2011-01-11,11,January,2011,21,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 58",3,1555,2443,1711,4665,6376
66881,2011-01-11,11,January,2011,34,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,362,713,1075
71131,2011-01-11,11,January,2011,38,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1371,2171,3542
54165,2011-01-11,11,January,2011,34,Young Adults (25-34),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,241,420,661
63085,2011-01-11,11,January,2011,33,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443,448,1555,2003
56445,2011-01-11,11,January,2011,34,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-500 Black, 40",4,295,540,937,1180,2117
71325,2011-01-11,11,January,2011,38,Adults (35-64),M,United States,Oregon,Bikes,Road Bikes,"Road-250 Red, 44",1,1519,2443,582,1519,2101
67089,2011-01-12,12,January,2011,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,497,1555,2052
65949,2011-01-12,12,January,2011,33,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,185,344,529
71477,2011-01-12,12,January,2011,44,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1335,2171,3506
63329,2011-01-12,12,January,2011,23,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443,375,1555,1930
69643,2011-01-12,12,January,2011,39,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 58",4,1555,2443,3454,6220,9674
58727,2011-01-12,12,January,2011,33,Young Adults (25-34),F,France,Garonne (Haute),Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1192,2171,3363
58707,2011-01-12,12,January,2011,30,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,763,2171,2934
64431,2011-01-13,13,January,2011,38,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443,351,1555,1906
68187,2011-01-13,13,January,2011,33,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",2,1083,1701,1100,2166,3266
68389,2011-01-13,13,January,2011,38,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1335,2171,3506
52975,2011-01-14,14,January,2011,26,Young Adults (25-34),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295,1352,2504,3856
59899,2011-01-14,14,January,2011,44,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",4,1083,1701,975,4332,5307
69763,2011-01-14,14,January,2011,57,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 42",3,713,1120,683,2139,2822
70317,2011-01-14,14,January,2011,40,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-650 Black, 48",1,487,783,124,487,611
68829,2011-01-14,14,January,2011,47,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 58",4,344,540,503,1376,1879
50119,2011-01-14,14,January,2011,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018
57275,2011-01-14,14,January,2011,34,Young Adults (25-34),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-100 Silver, 44",3,1912,3400,2220,5736,7956
69981,2011-01-14,14,January,2011,31,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,174,344,518
63321,2011-01-14,14,January,2011,22,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 48",2,1555,2443,750,3110,3860
62371,2011-01-15,15,January,2011,19,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,261,713,974
49783,2011-01-15,15,January,2011,24,Youth (<25),M,Australia,Tasmania,Bikes,Mountain Bikes,"Mountain-200 Black, 46",3,1252,2295,1821,3756,5577
52375,2011-01-15,15,January,2011,35,Adults (35-64),F,France,Essonne,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,961,1266,2227
60103,2011-01-15,15,January,2011,19,Youth (<25),F,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,2528,4342,6870
52853,2011-01-15,15,January,2011,28,Young Adults (25-34),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,951,1252,2203
67183,2011-01-15,15,January,2011,34,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,397,1083,1480
57273,2011-01-15,15,January,2011,72,Seniors (64+),F,United States,California,Bikes,Mountain Bikes,"Mountain-100 Black, 48",4,1898,3375,5638,7592,13230
50783,2011-01-16,16,January,2011,27,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,752,1266,2018
61507,2011-01-16,16,January,2011,57,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443,570,1555,2125
67069,2011-01-16,16,January,2011,37,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,191,344,535
52097,2011-01-16,16,January,2011,25,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,752,1266,2018
62799,2011-01-16,16,January,2011,34,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443,570,1555,2125
67731,2011-01-16,16,January,2011,28,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,397,1083,1480
63293,2011-01-16,16,January,2011,22,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 44",1,487,783,132,487,619
65697,2011-01-17,17,January,2011,46,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,126,344,470
52965,2011-01-17,17,January,2011,24,Youth (<25),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 46",3,1252,2295,2234,3756,5990
71401,2011-01-17,17,January,2011,34,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1335,2171,3506
71269,2011-01-17,17,January,2011,30,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",4,2171,3578,5342,8684,14026
71479,2011-01-17,17,January,2011,44,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",4,2171,3578,5342,8684,14026
60905,2011-01-17,17,January,2011,32,Young Adults (25-34),F,France,Seine Saint Denis,Bikes,Road Bikes,"Road-250 Black, 58",4,1555,2443,1793,6220,8013
64905,2011-01-17,17,January,2011,42,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,77,344,421
49761,2011-01-17,17,January,2011,23,Youth (<25),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,1266,2320,2257,3798,6055
64379,2011-01-18,18,January,2011,18,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,83,344,427
66499,2011-01-18,18,January,2011,54,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 52",3,344,540,523,1032,1555
63103,2011-01-18,18,January,2011,54,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,397,1083,1480
62373,2011-01-18,18,January,2011,19,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 42",4,713,1120,1046,2852,3898
69065,2011-01-18,18,January,2011,32,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120,362,713,1075
65287,2011-01-18,18,January,2011,29,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,550,1083,1633
71243,2011-01-19,19,January,2011,35,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,620,2171,2791
64441,2011-01-19,19,January,2011,39,Adults (35-64),F,United States,Oregon,Bikes,Road Bikes,"Road-550-W Yellow, 48",3,713,1120,751,2139,2890
62431,2011-01-19,19,January,2011,36,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",2,1083,1701,1100,2166,3266
62005,2011-01-19,19,January,2011,26,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,550,1083,1633
62283,2011-01-19,19,January,2011,21,Youth (<25),M,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 44",3,713,1120,1087,2139,3226
63135,2011-01-19,19,January,2011,41,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,497,1555,2052
63125,2011-01-20,20,January,2011,46,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,83,344,427
68867,2011-01-20,20,January,2011,42,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,205,713,918
69813,2011-01-20,20,January,2011,38,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 48",1,1555,2443,864,1555,2419
68899,2011-01-20,20,January,2011,36,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,172,713,885
67613,2011-01-20,20,January,2011,33,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",4,344,540,741,1376,2117
60027,2011-01-20,20,January,2011,23,Youth (<25),F,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1264,2171,3435
68391,2011-01-21,21,January,2011,38,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1335,2171,3506
49795,2011-01-21,21,January,2011,25,Young Adults (25-34),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,567,1266,1833
60317,2011-01-21,21,January,2011,36,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-650 Red, 62",1,487,783,280,487,767
60029,2011-01-21,21,January,2011,23,Youth (<25),F,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,2528,4342,6870
63335,2011-01-21,21,January,2011,24,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443,375,1555,1930
64027,2011-01-21,21,January,2011,45,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,110,344,454
58141,2011-01-21,21,January,2011,38,Adults (35-64),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",4,1912,3400,5000,7648,12648
69711,2011-01-22,22,January,2011,37,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 48",3,713,1120,515,2139,2654
64283,2011-01-22,22,January,2011,34,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-250 Black, 52",2,1555,2443,1678,3110,4788
50411,2011-01-22,22,January,2011,46,Adults (35-64),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 46",3,1252,2295,3060,3756,6816
58717,2011-01-22,22,January,2011,31,Young Adults (25-34),F,France,Val d'Oise,Bikes,Road Bikes,"Road-150 Red, 56",3,2171,3578,1967,6513,8480
55483,2011-01-22,22,January,2011,26,Young Adults (25-34),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,188,420,608
60463,2011-01-22,22,January,2011,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,280,487,767
70787,2011-01-22,22,January,2011,30,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,83,344,427
61037,2011-01-22,22,January,2011,40,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443,839,1555,2394
57985,2011-01-22,22,January,2011,35,Adults (35-64),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",1,1912,3400,876,1912,2788
71453,2011-01-23,23,January,2011,62,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1335,2171,3506
59269,2011-01-23,23,January,2011,41,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-250 Black, 52",4,1555,2443,1402,6220,7622
61121,2011-01-23,23,January,2011,30,Young Adults (25-34),M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-250 Black, 48",3,1555,2443,1345,4665,6010
57277,2011-01-24,24,January,2011,34,Young Adults (25-34),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-100 Silver, 44",1,1912,3400,740,1912,2652
66311,2011-01-24,24,January,2011,42,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,83,344,427
62801,2011-01-24,24,January,2011,34,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 44",3,1555,2443,1711,4665,6376
59271,2011-01-24,24,January,2011,41,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-250 Black, 52",4,1555,2443,1402,6220,7622
69815,2011-01-24,24,January,2011,38,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 48",4,1555,2443,3454,6220,9674
70799,2011-01-24,24,January,2011,35,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,1240,4342,5582
69645,2011-01-24,24,January,2011,39,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,864,1555,2419
61961,2011-01-24,24,January,2011,31,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 42",4,1083,1701,975,4332,5307
59877,2011-01-25,25,January,2011,31,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Black, 48",1,487,783,124,487,611
62037,2011-01-25,25,January,2011,39,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-350-W Yellow, 42",2,1083,1701,1168,2166,3334
68393,2011-01-25,25,January,2011,38,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1335,2171,3506
62863,2011-01-25,25,January,2011,55,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,228,713,941
66203,2011-01-26,26,January,2011,38,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,375,1555,1930
70801,2011-01-26,26,January,2011,35,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",4,2171,3578,2479,8684,11163
60965,2011-01-26,26,January,2011,43,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 62",3,2171,3578,2504,6513,9017
52747,2011-01-26,26,January,2011,34,Young Adults (25-34),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 46",3,1252,2295,2027,3756,5783
52813,2011-01-26,26,January,2011,38,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,318,420,738
70821,2011-01-27,27,January,2011,36,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,620,2171,2791
52099,2011-01-27,27,January,2011,25,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",4,1266,2320,3010,5064,8074
62553,2011-01-27,27,January,2011,32,Young Adults (25-34),F,France,Seine et Marne,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,312,1083,1395
63089,2011-01-27,27,January,2011,38,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 48",3,1555,2443,1125,4665,5790
67845,2011-01-27,27,January,2011,38,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 42",3,713,1120,784,2139,2923
70331,2011-01-28,28,January,2011,41,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,124,487,611
50121,2011-01-28,28,January,2011,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018
61039,2011-01-28,28,January,2011,40,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-250 Black, 58",3,1555,2443,2517,4665,7182
62359,2011-01-28,28,January,2011,19,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 42",4,713,1120,1046,2852,3898
60661,2011-01-28,28,January,2011,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",1,487,783,124,487,611
62455,2011-01-28,28,January,2011,38,Adults (35-64),M,Germany,Hessen,Bikes,Road Bikes,"Road-250 Red, 48",4,1519,2443,3012,6076,9088
49763,2011-01-29,29,January,2011,23,Youth (<25),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",4,1266,2320,3010,5064,8074
68429,2011-01-29,29,January,2011,28,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 42",2,1083,1701,522,2166,2688
62375,2011-01-29,29,January,2011,19,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 42",2,713,1120,523,1426,1949
61897,2011-01-29,29,January,2011,42,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113
70759,2011-01-30,30,January,2011,39,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,2671,4342,7013
64285,2011-01-30,30,January,2011,34,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,839,1555,2394
67045,2011-01-30,30,January,2011,36,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,191,344,535
59069,2011-01-30,30,January,2011,39,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,942,2171,3113
