,Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
73176,2014-01-01,1,January,2014,32,Young Adults (25-34),M,Australia,Queensland,Clothing,Shorts,"Women's Mountain Shorts, S",27,26,70,886,702,1588
34038,2014-01-01,1,January,2014,40,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",25,13,35,358,325,683
31838,2014-01-01,1,January,2014,47,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,474,299,773
53626,2014-01-01,1,January,2014,37,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,752,1266,2018
13871,2014-01-01,1,January,2014,31,Young Adults (25-34),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,6,4,10
111826,2014-01-01,1,January,2014,48,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Yellow, 50",1,461,742,185,461,646
2236,2014-01-01,1,January,2014,24,Youth (<25),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,30,3,9,169,90,259
53358,2014-01-01,1,January,2014,37,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,334,420,754
97971,2014-01-01,1,January,2014,22,Youth (<25),M,United States,Oregon,Accessories,Tires and Tubes,Touring Tire Tube,7,2,5,16,14,30
86035,2014-01-01,1,January,2014,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,23,2,5,44,46,90
19624,2014-01-01,1,January,2014,43,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,19,7,9,31,133,164
87300,2014-01-01,1,January,2014,61,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,7,7,14
35828,2014-01-01,1,January,2014,61,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,260,156,416
13401,2014-01-01,1,January,2014,31,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,11,10,21
13400,2014-01-01,1,January,2014,31,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,42,38,80
31940,2014-01-01,1,January,2014,42,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35,300,273,573
30962,2014-01-01,1,January,2014,43,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35,412,260,672
92969,2014-01-01,1,January,2014,30,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,12,2,5,34,24,58
92968,2014-01-01,1,January,2014,30,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,6,4,10
86034,2014-01-01,1,January,2014,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,28,2,5,53,56,109
5303,2014-01-01,1,January,2014,23,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,30,20,50
79872,2014-01-01,1,January,2014,22,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2,28,29,57
24996,2014-01-01,1,January,2014,22,Youth (<25),M,Germany,Hamburg,Accessories,Fenders,Fender Set - Mountain,8,8,22,100,64,164
87301,2014-01-01,1,January,2014,61,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,26,27,53
59210,2014-01-01,1,January,2014,24,Youth (<25),F,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1264,2171,3435
26892,2014-01-01,1,January,2014,35,Adults (35-64),F,United Kingdom,England,Accessories,Fenders,Fender Set - Mountain,25,8,22,328,200,528
62758,2014-01-01,1,January,2014,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827
26916,2014-01-01,1,January,2014,32,Young Adults (25-34),F,Australia,Victoria,Accessories,Fenders,Fender Set - Mountain,18,8,22,169,144,313
8206,2014-01-01,1,January,2014,21,Youth (<25),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,32,22,54
98956,2014-01-01,1,January,2014,43,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,6,2,5,17,12,29
30282,2014-01-01,1,January,2014,31,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",17,13,35,350,221,571
5302,2014-01-01,1,January,2014,23,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,74,50,124
108068,2014-01-01,1,January,2014,37,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,12,1,4,35,12,47
12458,2014-01-01,1,January,2014,30,Young Adults (25-34),M,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,61,58,119
20884,2014-01-01,1,January,2014,32,Young Adults (25-34),M,Australia,Queensland,Clothing,Caps,AWC Logo Cap,24,7,9,13,168,181
194,2014-01-01,1,January,2014,24,Youth (<25),M,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,475,360,835
48462,2014-01-01,1,January,2014,28,Young Adults (25-34),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",3,38,50,33,114,147
35516,2014-01-01,1,January,2014,35,Adults (35-64),M,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,492,390,882
31602,2014-01-01,1,January,2014,49,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,315,286,601
98132,2014-01-01,1,January,2014,40,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,9,16,25
13526,2014-01-01,1,January,2014,33,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,99,68,167
46280,2014-01-01,1,January,2014,49,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",15,38,50,15,570,585
98133,2014-01-01,1,January,2014,40,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,13,23,36
21594,2014-01-01,1,January,2014,33,Young Adults (25-34),M,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,5,3,8,24,15,39
89802,2014-01-01,1,January,2014,39,Adults (35-64),M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,2,3,5
40366,2014-01-01,1,January,2014,50,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,384,286,670
93736,2014-01-01,1,January,2014,60,Adults (35-64),F,Australia,South Australia,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,3,5,8
68512,2014-01-01,1,January,2014,35,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,346,1083,1429
93737,2014-01-01,1,January,2014,60,Adults (35-64),F,Australia,South Australia,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,1,2,3
75940,2014-01-02,2,January,2014,24,Youth (<25),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,26,13,35,554,338,892
25532,2014-01-02,2,January,2014,20,Youth (<25),M,United Kingdom,England,Accessories,Fenders,Fender Set - Mountain,16,8,22,210,128,338
98810,2014-01-02,2,January,2014,65,Seniors (64+),F,France,Nord,Accessories,Tires and Tubes,Touring Tire Tube,13,2,5,31,26,57
97095,2014-01-02,2,January,2014,30,Young Adults (25-34),M,United States,Oregon,Accessories,Tires and Tubes,Mountain Tire Tube,8,2,5,18,16,34
90940,2014-01-02,2,January,2014,34,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,10,15,25
60806,2014-01-02,2,January,2014,26,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,790,1555,2345
75941,2014-01-02,2,January,2014,24,Youth (<25),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,1,13,35,21,13,34
9520,2014-01-02,2,January,2014,40,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,17,3,9,99,51,150
97759,2014-01-02,2,January,2014,27,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2,12,13,25
98811,2014-01-02,2,January,2014,65,Seniors (64+),F,France,Nord,Accessories,Tires and Tubes,Touring Tire Tube,6,2,5,14,12,26
90941,2014-01-02,2,January,2014,34,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,9,14,23
97758,2014-01-02,2,January,2014,27,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2,16,17,33
9521,2014-01-02,2,January,2014,40,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,128,66,194
90942,2014-01-02,2,January,2014,34,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,5,8,13
40408,2014-01-02,2,January,2014,30,Young Adults (25-34),M,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35,342,260,602
44856,2014-01-02,2,January,2014,35,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",3,38,50,5,114,119
23990,2014-01-02,2,January,2014,41,Adults (35-64),M,United States,California,Accessories,Fenders,Fender Set - Mountain,21,8,22,285,168,453
29170,2014-01-02,2,January,2014,65,Seniors (64+),F,France,Nord,Clothing,Gloves,"Half-Finger Gloves, L",26,9,24,309,234,543
27850,2014-01-02,2,January,2014,35,Adults (35-64),F,Australia,Victoria,Clothing,Gloves,"Half-Finger Gloves, M",20,9,24,199,180,379
57314,2014-01-02,2,January,2014,30,Young Adults (25-34),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-100 Black, 48",1,1898,3375,1005,1898,2903
24466,2014-01-02,2,January,2014,34,Young Adults (25-34),M,United States,Washington,Accessories,Fenders,Fender Set - Mountain,8,8,22,73,64,137
23144,2014-01-02,2,January,2014,50,Adults (35-64),F,United States,California,Accessories,Fenders,Fender Set - Mountain,13,8,22,176,104,280
11712,2014-01-02,2,January,2014,39,Adults (35-64),M,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,55,52,107
55546,2014-01-02,2,January,2014,34,Young Adults (25-34),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,544,1266,1810
110330,2014-01-02,2,January,2014,46,Adults (35-64),M,United States,California,Bikes,Touring Bikes,"Touring-1000 Blue, 46",1,1482,2384,854,1482,2336
72760,2014-01-02,2,January,2014,47,Adults (35-64),M,United States,California,Clothing,Shorts,"Women's Mountain Shorts, S",19,26,70,809,494,1303
11321,2014-01-02,2,January,2014,24,Youth (<25),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,9,8,17
72748,2014-01-02,2,January,2014,49,Adults (35-64),M,United States,Oregon,Clothing,Shorts,"Women's Mountain Shorts, L",18,26,70,616,468,1084
30722,2014-01-02,2,January,2014,22,Youth (<25),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,329,299,628
12718,2014-01-02,2,January,2014,33,Young Adults (25-34),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,25,18,43
48848,2014-01-02,2,January,2014,26,Young Adults (25-34),M,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",7,38,50,70,266,336
75134,2014-01-02,2,January,2014,34,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2,10,18,28
25906,2014-01-02,2,January,2014,53,Adults (35-64),M,Australia,Queensland,Accessories,Fenders,Fender Set - Mountain,30,8,22,314,240,554
35708,2014-01-02,2,January,2014,39,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,52,39,91
17052,2014-01-02,2,January,2014,44,Adults (35-64),F,Germany,Saarland,Clothing,Caps,AWC Logo Cap,23,7,9,9,161,170
75135,2014-01-02,2,January,2014,34,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,11,19,30
11320,2014-01-02,2,January,2014,24,Youth (<25),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,59,54,113
94912,2014-01-02,2,January,2014,27,Young Adults (25-34),M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,5,8,13
77344,2014-01-02,2,January,2014,22,Youth (<25),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,12,22,34
96784,2014-01-02,2,January,2014,50,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,4,2,5,12,8,20
111904,2014-01-02,2,January,2014,40,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-3000 Blue, 58",1,461,742,266,461,727
87118,2014-01-02,2,January,2014,17,Youth (<25),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,19,20,39
109112,2014-01-02,2,January,2014,36,Adults (35-64),M,Australia,New South Wales,Bikes,Touring Bikes,"Touring-2000 Blue, 50",1,755,1215,302,755,1057
96557,2014-01-02,2,January,2014,32,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,28,1,4,82,28,110
96556,2014-01-02,2,January,2014,32,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,6,1,4,18,6,24
35442,2014-01-02,2,January,2014,26,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",4,13,35,59,52,111
111832,2014-01-02,2,January,2014,47,Adults (35-64),F,Australia,Queensland,Bikes,Touring Bikes,"Touring-3000 Blue, 58",1,461,742,162,461,623
39756,2014-01-02,2,January,2014,34,Young Adults (25-34),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,100,91,191
8425,2014-01-02,2,January,2014,41,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,29,4,10,168,116,284
45420,2014-01-02,2,January,2014,20,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",16,38,50,160,608,768
18322,2014-01-02,2,January,2014,53,Adults (35-64),M,Germany,Saarland,Clothing,Caps,AWC Logo Cap,21,7,9,8,147,155
41414,2014-01-02,2,January,2014,24,Youth (<25),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35,170,104,274
47212,2014-01-02,2,January,2014,32,Young Adults (25-34),M,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",4,38,50,4,152,156
95560,2014-01-02,2,January,2014,41,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,28,1,2,27,28,55
53322,2014-01-02,2,January,2014,30,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754
77345,2014-01-02,2,January,2014,22,Youth (<25),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,1,2,3
97094,2014-01-02,2,January,2014,30,Young Adults (25-34),M,United States,Oregon,Accessories,Tires and Tubes,Mountain Tire Tube,10,2,5,23,20,43
109380,2014-01-02,2,January,2014,45,Adults (35-64),M,France,Essonne,Bikes,Touring Bikes,"Touring-1000 Blue, 54",1,1482,2384,807,1482,2289
8600,2014-01-02,2,January,2014,22,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,44,30,74
37170,2014-01-02,2,January,2014,29,Young Adults (25-34),F,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,251,208,459
62310,2014-01-02,2,January,2014,22,Youth (<25),M,Germany,Hessen,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,499,1083,1582
20432,2014-01-02,2,January,2014,46,Adults (35-64),M,United States,California,Clothing,Caps,AWC Logo Cap,26,7,9,47,182,229
106776,2014-01-02,2,January,2014,36,Adults (35-64),F,Germany,Bayern,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,6,6,12
106777,2014-01-02,2,January,2014,36,Adults (35-64),F,Germany,Bayern,Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,19,19,38
81332,2014-01-02,2,January,2014,35,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,4,7,11
57904,2014-01-02,2,January,2014,45,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,538,1252,1790
81333,2014-01-02,2,January,2014,35,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,21,1,2,12,21,33
8424,2014-01-02,2,January,2014,41,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,23,4,10,133,92,225
81334,2014-01-02,2,January,2014,35,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,3,6,9
24148,2014-01-02,2,January,2014,47,Adults (35-64),M,United States,California,Accessories,Fenders,Fender Set - Mountain,28,8,22,380,224,604
34750,2014-01-02,2,January,2014,26,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,105,78,183
89454,2014-01-02,2,January,2014,34,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2,13,18,31
54356,2014-01-02,2,January,2014,53,Adults (35-64),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,630,1252,1882
33522,2014-01-02,2,January,2014,53,Adults (35-64),M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,251,208,459
78717,2014-01-02,2,January,2014,56,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,10,2,5,28,20,48
78716,2014-01-02,2,January,2014,56,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,22,2,5,62,44,106
37508,2014-01-02,2,January,2014,44,Adults (35-64),F,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Blue",2,13,35,31,26,57
31174,2014-01-02,2,January,2014,56,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",12,13,35,247,156,403
65140,2014-01-02,2,January,2014,34,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-650 Red, 48",1,487,783,155,487,642
19980,2014-01-02,2,January,2014,27,Young Adults (25-34),M,United Kingdom,England,Clothing,Caps,AWC Logo Cap,3,7,9,5,21,26
29378,2014-01-02,2,January,2014,30,Young Adults (25-34),M,United States,Oregon,Clothing,Gloves,"Half-Finger Gloves, M",30,9,24,349,270,619
22036,2014-01-02,2,January,2014,34,Young Adults (25-34),M,Germany,Saarland,Accessories,Cleaners,Bike Wash - Dissolver,4,3,8,14,12,26
28864,2014-01-02,2,January,2014,39,Adults (35-64),M,Germany,Saarland,Clothing,Gloves,"Half-Finger Gloves, M",29,9,24,310,261,571
106384,2014-01-02,2,January,2014,33,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,23,2,5,54,46,100
29146,2014-01-02,2,January,2014,26,Young Adults (25-34),M,United Kingdom,England,Clothing,Gloves,"Half-Finger Gloves, L",14,9,24,197,126,323
88488,2014-01-02,2,January,2014,63,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,28,2,5,59,56,115
28,2014-01-02,2,January,2014,48,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,295,180,475
88487,2014-01-02,2,January,2014,63,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,30,2,5,63,60,123
88486,2014-01-02,2,January,2014,63,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,14,2,5,29,28,57
38434,2014-01-02,2,January,2014,50,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",11,13,35,234,143,377
74044,2014-01-02,2,January,2014,47,Adults (35-64),M,United States,California,Clothing,Socks,"Racing Socks, L",23,3,9,134,69,203
42382,2014-01-02,2,January,2014,45,Adults (35-64),M,France,Essonne,Accessories,Hydration Packs,Hydration Pack - 70 oz.,12,21,55,382,252,634
62858,2014-01-02,2,January,2014,39,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,942,2171,3113
106385,2014-01-02,2,January,2014,33,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,22,2,5,52,44,96
104357,2014-01-02,2,January,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,21,1,4,61,21,82
104356,2014-01-02,2,January,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,11,1,4,32,11,43
